Security_Symbol,             ,Security_Type,Current_Pos_Limit,Current_NearTerm_Limit
BHLB  ,               ,Equity,5000000   ,0         
BHP   ,               ,Equity,25000000  ,0         
BHR   ,               ,Equity,7500000   ,0         
BHVN  ,               ,Equity,25000000  ,0         
BIB   ,               ,Equity,2500000   ,0         
BIBL  ,               ,Equity,2500000   ,0         
BIDU  ,               ,Equity,25000000  ,0         
BIG   ,               ,Equity,25000000  ,0         
BIGB  ,               ,Equity,7500000   ,0         
BIGC  ,               ,Equity,25000000  ,0         
BIGT  ,               ,Equity,2500000   ,0         
BIIB  ,               ,Equity,25000000  ,0         
BIL   ,               ,Equity,25000000  ,0         
BILI  ,               ,Equity,25000000  ,0         
BILL  ,               ,Equity,25000000  ,0         
BILS  ,               ,Equity,7500000   ,0         
BIO   ,               ,Equity,5000000   ,0         
BIOC  ,               ,Equity,5000000   ,0         
BIOR  ,               ,Equity,25000000  ,0         
BIOX  ,               ,Equity,2500000   ,0         
BIP   ,               ,Equity,7500000   ,0         
BIPC  ,               ,Equity,7500000   ,0         
BIRD  ,               ,Equity,25000000  ,0         
BIS   ,               ,Equity,2500000   ,0         
BITF  ,               ,Equity,25000000  ,0         
BITI  ,               ,Equity,25000000  ,0         
BITO  ,               ,Equity,25000000  ,0         
BITQ  ,               ,Equity,2500000   ,0         
BITS  ,               ,Equity,2500000   ,0         
BITX  ,               ,Equity,2500000   ,0         
BIV   ,               ,Equity,25000000  ,0         
BIVI  ,               ,Equity,20000000  ,0         
BIZD  ,               ,Equity,7500000   ,0         
BJ    ,               ,Equity,25000000  ,0         
BJK   ,               ,Equity,2500000   ,0         
BJRI  ,               ,Equity,7500000   ,0         
BK    ,               ,Equity,25000000  ,0         
BKCC  ,               ,Equity,5000000   ,0         
BKCH  ,               ,Equity,2500000   ,0         
BKD   ,               ,Equity,25000000  ,0         
BKE   ,               ,Equity,20000000  ,0         
BKF   ,               ,Equity,2500000   ,0         
BKH   ,               ,Equity,7500000   ,0         
BKI   ,               ,Equity,25000000  ,0         
BKKT  ,               ,Equity,25000000  ,0         
BKLN  ,               ,Equity,25000000  ,0         
BKNG  ,               ,Equity,7500000   ,0         
BKR   ,               ,Equity,25000000  ,0         
BKSY  ,               ,Equity,25000000  ,0         
BKU   ,               ,Equity,25000000  ,0         
BKX   ,               ,Index/Other,44000     ,0         
BKYI  ,               ,Equity,2500000   ,0         
BL    ,               ,Equity,20000000  ,0         
BLBD  ,               ,Equity,5000000   ,0         
BLCN  ,               ,Equity,2500000   ,0         
BLCO  ,               ,Equity,25000000  ,0         
BLD   ,               ,Equity,5000000   ,0         
BLDE  ,               ,Equity,25000000  ,0         
BLDP  ,               ,Equity,25000000  ,0         
BLDR  ,               ,Equity,25000000  ,0         
BLFS  ,               ,Equity,7500000   ,0         
BLFY  ,               ,Equity,2500000   ,0         
BLK   ,               ,Equity,25000000  ,0         
BLKB  ,               ,Equity,7500000   ,0         
BLMN  ,               ,Equity,25000000  ,0         
BLND  ,               ,Equity,25000000  ,0         
BLNK  ,               ,Equity,25000000  ,0         
BLOK  ,               ,Equity,25000000  ,0         
BLPH  ,               ,Equity,25000000  ,0         
BLRX  ,               ,Equity,7500000   ,0         
BLUE  ,               ,Equity,25000000  ,0         
BLV   ,               ,Equity,7500000   ,0         
BLX   ,               ,Equity,2500000   ,0         
BLZE  ,               ,Equity,2500000   ,0         
BMA   ,               ,Equity,7500000   ,0         
BMBL  ,               ,Equity,25000000  ,0         
BMEA  ,               ,Equity,20000000  ,0         
BMED  ,               ,Equity,2500000   ,0         
BMI   ,               ,Equity,2500000   ,0         
BMO   ,               ,Equity,25000000  ,0         
BMRA  ,               ,Equity,5000000   ,0         
BMRC  ,               ,Equity,2500000   ,0         
BMRN  ,               ,Equity,25000000  ,0         
BMTX  ,               ,Equity,2500000   ,0         
BMY   ,               ,Equity,25000000  ,0         
BN    ,               ,Equity,25000000  ,0         
BND   ,               ,Equity,25000000  ,0         
BNDD  ,               ,Equity,5000000   ,0         
BNDX  ,               ,Equity,25000000  ,0         
BNED  ,               ,Equity,7500000   ,0         
BNGE  ,               ,Equity,2500000   ,0         
BNGO  ,               ,Equity,25000000  ,0         
BNL   ,               ,Equity,25000000  ,0         
BNMV  ,               ,Equity,25000000  ,0         
BNO   ,               ,Equity,25000000  ,0         
BNRE  ,               ,Equity,2500000   ,0         
BNS   ,               ,Equity,25000000  ,0         
BNTC  ,               ,Equity,25000000  ,0         
BNTX  ,               ,Equity,25000000  ,0         
BOAT  ,               ,Equity,2500000   ,0         
BOC   ,               ,Equity,2500000   ,0         
BODY  ,               ,Equity,25000000  ,0         
BOH   ,               ,Equity,25000000  ,0         
BOIL  ,               ,Equity,25000000  ,0         
BOKF  ,               ,Equity,5000000   ,0         
BOND  ,               ,Equity,7500000   ,0         
BOOM  ,               ,Equity,5000000   ,0         
BOOT  ,               ,Equity,20000000  ,0         
BORR  ,               ,Equity,25000000  ,0         
BOSS  ,               ,Equity,2500000   ,0         
BOTZ  ,               ,Equity,25000000  ,0         
BOWL  ,               ,Equity,25000000  ,0         
BOX   ,               ,Equity,25000000  ,0         
BOXDQ ,               ,Equity,25000000  ,0         
BP    ,               ,Equity,25000000  ,0         
BPMC  ,               ,Equity,20000000  ,0         
BPOP  ,               ,Equity,20000000  ,0         
BPT   ,               ,Equity,20000000  ,0         
BPTH  ,               ,Equity,2500000   ,0         
BR    ,               ,Equity,7500000   ,0         
BRAG  ,               ,Equity,2500000   ,0         
BRBR  ,               ,Equity,25000000  ,0         
BRBS  ,               ,Equity,2500000   ,0         
BRC   ,               ,Equity,7500000   ,0         
BRCC  ,               ,Equity,25000000  ,0         
BRDG  ,               ,Equity,2500000   ,0         
BRDS  ,               ,Equity,25000000  ,0         
BREZ  ,               ,Equity,2500000   ,0         
BRF   ,               ,Equity,2500000   ,0         
BRFS  ,               ,Equity,25000000  ,0         
BRKB  ,               ,Equity,25000000  ,0         
BRKL  ,               ,Equity,20000000  ,0         
BRKR  ,               ,Equity,20000000  ,0         
BRLT  ,               ,Equity,2500000   ,0         
BRO   ,               ,Equity,25000000  ,0         
BROS  ,               ,Equity,25000000  ,0         
BRP   ,               ,Equity,7500000   ,0         
BRSP  ,               ,Equity,25000000  ,0         
BRT   ,               ,Equity,2500000   ,0         
BRX   ,               ,Equity,25000000  ,0         
BRY   ,               ,Equity,20000000  ,0         
BRZE  ,               ,Equity,20000000  ,0         
BRZU  ,               ,Equity,5000000   ,0         
BSAC  ,               ,Equity,20000000  ,0         
BSBR  ,               ,Equity,25000000  ,0         
BSET  ,               ,Equity,2500000   ,0         
BSGM  ,               ,Equity,7500000   ,0         
BSIG  ,               ,Equity,5000000   ,0         
BSM   ,               ,Equity,20000000  ,0         
BSMX  ,               ,Equity,2500000   ,0         
BSQR  ,               ,Equity,25000000  ,0         
BSRR  ,               ,Equity,2500000   ,0         
BSV   ,               ,Equity,25000000  ,0         
BSVO  ,               ,Equity,5000000   ,0         
BSX   ,               ,Equity,25000000  ,0         
BSY   ,               ,Equity,25000000  ,0         
BTAI  ,               ,Equity,25000000  ,0         
BTAL  ,               ,Equity,7500000   ,0         
BTBT  ,               ,Equity,25000000  ,0         
BTCM  ,               ,Equity,25000000  ,0         
BTCY  ,               ,Equity,5000000   ,0         
BTE   ,               ,Equity,81175000  ,0         
BTEK  ,               ,Equity,2500000   ,0         
BTF   ,               ,Equity,7500000   ,0         
BTG   ,               ,Equity,25000000  ,0         
BTI   ,               ,Equity,25000000  ,0         
BTTR  ,               ,Equity,2500000   ,0         
BTTX  ,               ,Equity,7500000   ,0         
BTU   ,               ,Equity,25000000  ,0         
BTWN  ,               ,Equity,25000000  ,0         
BUD   ,               ,Equity,25000000  ,0         
BUG   ,               ,Equity,5000000   ,0         
BUR   ,               ,Equity,20000000  ,0         
BURL  ,               ,Equity,25000000  ,0         
BURU  ,               ,Equity,7500000   ,0         
BUSE  ,               ,Equity,5000000   ,0         
BUYZ  ,               ,Equity,2500000   ,0         
BUZZ  ,               ,Equity,2500000   ,0         
BV    ,               ,Equity,7500000   ,0         
BVH   ,               ,Equity,2500000   ,0         
BVN   ,               ,Equity,25000000  ,0         
BVS   ,               ,Equity,25000000  ,0         
BW    ,               ,Equity,7500000   ,0         
BWA   ,               ,Equity,25000000  ,0         
BWAC  ,               ,Equity,2500000   ,0         
BWB   ,               ,Equity,2500000   ,0         
BWEN  ,               ,Equity,25000000  ,0         
BWET  ,               ,Equity,2500000   ,0         
BWMX  ,               ,Equity,2500000   ,0         
BWX   ,               ,Equity,7500000   ,0         
BWXT  ,               ,Equity,20000000  ,0         
BX    ,               ,Equity,25000000  ,0         
BXC   ,               ,Equity,5000000   ,0         
BXMT  ,               ,Equity,25000000  ,0         
BXP   ,               ,Equity,25000000  ,0         
BXSL  ,               ,Equity,25000000  ,0         
BY    ,               ,Equity,2500000   ,0         
BYD   ,               ,Equity,25000000  ,0         
BYFC  ,               ,Equity,5000000   ,0         
BYND  ,               ,Equity,25000000  ,0         
BYOB  ,               ,Equity,2500000   ,0         
BYRN  ,               ,Equity,2500000   ,0         
BYSI  ,               ,Equity,25000000  ,0         
BYTE  ,               ,Equity,2500000   ,0         
BZ    ,               ,Equity,25000000  ,0         
BZFD  ,               ,Equity,25000000  ,0         
BZH   ,               ,Equity,7500000   ,0         
BZQ   ,               ,Equity,2500000   ,0         
BZUN  ,               ,Equity,25000000  ,0         
C     ,               ,Equity,25000000  ,0         
CAAP  ,               ,Equity,2500000   ,0         
CAAS  ,               ,Equity,2500000   ,0         
CABA  ,               ,Equity,25000000  ,0         
CAC   ,               ,Equity,2500000   ,0         
CACC  ,               ,Equity,2500000   ,0         
CACI  ,               ,Equity,2500000   ,0         
CADE  ,               ,Equity,25000000  ,0         
CAE   ,               ,Equity,7500000   ,0         
CAF   ,               ,Equity,2500000   ,0         
CAG   ,               ,Equity,25000000  ,0         
CAH   ,               ,Equity,25000000  ,0         
CAJPY ,               ,Equity,7500000   ,0         
CAKE  ,               ,Equity,25000000  ,0         
CAL   ,               ,Equity,20000000  ,0         
CALC  ,               ,Equity,25000000  ,0         
CALF  ,               ,Equity,7500000   ,0         
CALM  ,               ,Equity,25000000  ,0         
CALT  ,               ,Equity,2500000   ,0         
CALX  ,               ,Equity,20000000  ,0         
CAMP  ,               ,Equity,7500000   ,0         
CAMT  ,               ,Equity,5000000   ,0         
